FAC_NO,FAC_NAME,Year,Gross_Outpatient_Percentage,Gross_Inpatient_Percentage,TYPE_CARE,HSA name,DSH hosp,lic bed size,TEACH_RURL,DAY_TOT,adj pat days,DIS_TOT,county name,COUNTY,OSHPD_ID,HOSPITAL,FY_Score,CY_Score
106361343,st mary regional medical center,2000,18.19233505351076,81.80766494648924,GENERAL ACUTE,12 - inland counties,Non-DSH,150-199,Rural,48340,59089.81760036716,10860,SAN BERNARDINO,,,,,
106250955,surprise valley community hospital,2000,38.334634213138884,61.665365786861116,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,8342,13527.85294233576,94,MODOC,MODOC,250955,surprise valley community hospital,,0.78
106084001,sutter coast hospital,2000,51.05201995618884,48.94798004381116,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,11323,23132.7217,2732,DEL NORTE,DEL NORTE,84001,sutter coast hospital,,0.99
106171395,sutter lakeside hospital,2000,50.392990698891424,49.60700930110857,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,11431,23043.114594180042,2761,LAKE,LAKE,171395,sutter lakeside hospital,,1.04
106291053,tahoe forest hospital,2000,49.55964141386351,50.44035858613649,GENERAL ACUTE,02 - golden empire,Non-DSH,50-99,Rural,18753,37178.562019886696,2230,NEVADA,NEVADA,291053,tahoe forest hospital,,0.9
106150808,tehachapi hospital,2000,80.23635270406838,19.763647295931616,GENERAL ACUTE,09 - central,Non-DSH,Jan-49,Rural,6438,32574.958982015803,162,KERN,KERN,150808,tehachapi hospital,,0.89
106531059,trinity general hospital,2000,38.65954431,61.34045569,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,11898,19396.660597668142,664,TRINITY,,,,,
106551061,tuolumne general hospital,2000,52.00732878144216,47.99267121855783,GENERAL ACUTE,06 - north san joaquin,Non-DSH,50-99,Rural,21289,44358.856174206776,1888,TUOLUMNE,,,,,
106231396,ukiah valley medical centerhospital dr,2000,46.56760055376816,53.43239944623184,GENERAL ACUTE,01 - northern california,Non-DSH,100-149,Rural,14902,27889.44564,4144,MENDOCINO,,,,,
106361370,victor valley community hospital,2000,37.77961106511764,62.220388934882365,GENERAL ACUTE,12 - inland counties,DSH,100-149,Rural,26173,42064.98938377214,7213,SAN BERNARDINO,,,,,
106171049,adventist health clearlake,2018,74.97968523079099,25.02031476920901,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,5692,22749.513954975504,1462,Lake,LAKE,171049,adventist health clearlake,1.1172721542227666,
106164029,adventist health hanford,2018,62.43680292207219,37.56319707792781,GENERAL ACUTE,09 - central,DSH,200-299,Rural,44083,117356.8903,9455,Kings,KINGS,164029,adventist health hanford,1.1943482995767838,
106234038,adventist health howard memorial,2018,44.16228662094853,55.837713379051465,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,7090,12697.51136,1671,Mendocino,MENDOCINO,234038,adventist health howard memorial,1.4888757378984645,
106100797,adventist health reedley,2018,87.46104780571311,12.538952194286892,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,4473,35672.83718,1838,Fresno,FRESNO,100797,adventist health reedley,0.7216881748923485,
106554011,adventist health sonora  greenley,2018,67.46827061341438,32.53172938658563,GENERAL ACUTE,06 - north san joaquin,DSH,150-199,Rural,39689,122000.8919,4158,Tuolumne,TUOLUMNE,554011,adventist health sonora  greenley,1.4434270595559247,
106150808,adventist health tehachapi valley,2018,95.96853571013808,4.031464289861917,GENERAL ACUTE,09 - central,Non-DSH,Jan-49,Rural,2420,60027.81684,142,Kern,KERN,154168,adventist health tehachapi valley,,
106231396,adventist health ukiah valley,2018,69.69223986358682,30.30776013641318,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,11656,38458.79718,3451,Mendocino,MENDOCINO,231396,adventist health ukiah valley,1.1450242820452965,
106184008,banner lassen medical center,2018,71.62497073599525,28.375029264004763,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,3366,11862.542831876302,987,Lassen,LASSEN,184008,banner lassen medical center,0.9629814720812184,
106364430,barstow community hospital,2018,62.112823566421504,37.887176433578496,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,6517,17201.07069,2163,San Bernardino,SAN BERNARDINO,361105,barstow community hospital,,
106364430,barstow community hospital,2018,62.112823566421504,37.887176433578496,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,6517,17201.07069,2163,San Bernardino,SAN BERNARDINO,364430,barstow community hospital,1.1784778637770899,
106090793,barton memorial hospital,2018,60.666456137548366,39.33354386245164,GENERAL ACUTE,02 - golden empire,Non-DSH,100-149,Rural,22951,58349.68769,2380,El Dorado,EL DORADO,90793,barton memorial hospital,1.3288252358490573,
106361110,bear valley community hospital,2018,91.20592058,8.794079421996592,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,7332,83374.27544,162,San Bernardino,SAN BERNARDINO,361110,bear valley community hospital,0.9329012987012987,
106190045,catalina island medical center,2018,84.37039011657565,15.629609883424356,GENERAL ACUTE,11 - los angeles county,Non-DSH,Jan-49,Rural,2783,17805.94667,21,Los Angeles,LOS ANGELES,190045,catalina island medical center,0.9017588235294118,
106100697,coalinga regional medical center,2018,64.11788967763664,35.88211032236336,GENERAL ACUTE,09 - central,DSH,100-149,Rural,23504,65503.39372,221,Fresno,FRESNO,100697,coalinga regional medical center,1.1038190476190475,
106361458,colorado river medical center,2018,77.53353074,22.46646926405769,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,1495,6654.361138942874,519,San Bernardino,SAN BERNARDINO,361458,colorado river medical center,0.9114791666666664,
106060870,colusa medical center,2018,51.083717943287525,48.916282056712475,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4407,9009.270154,760,Colusa,COLUSA,60870,colusa medical center,1.0467043782837129,
106320859,eastern plumas health care,2018,71.00526964045582,28.994730359544185,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,19009,65560.18892,202,Plumas,,,,,
106474007,fairchild medical center,2018,67.83584556027495,32.164154439725046,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4597,14292.30794,1234,Siskiyou,SISKIYOU,474007,fairchild medical center,1.1452976405274122,
106270777,george l mee memorial hospital,2018,69.92811718905575,30.07188281094425,GENERAL ACUTE,08 - mid-coast,DSH,50-99,Rural,17784,59138.29909,934,Monterey,MONTEREY,270777,george l mee memorial hospital,0.9650351437699686,
106110889,glenn medical center,2018,80.75802674333458,19.24197325666541,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,3127,16250.932055093701,185,Glenn,GLENN,110889,glenn medical center,0.9741997222222221,
106350784,hazel hawkins memorial hospital,2018,65.90166107124759,34.09833892875242,GENERAL ACUTE,08 - mid-coast,DSH,150-199,Rural,41634,122099.7893,2274,San Benito,SAN BENITO,350784,hazel hawkins memorial hospital,1.116590726817043,
106490964,healdsburg district hospital,2018,61.525769641190045,38.474230358809955,GENERAL ACUTE,03 - north bay,Non-DSH,Jan-49,Rural,8400,21832.79541,732,Sonoma,,,,,
106362041,hidesert medical center,2018,61.134911648567446,38.865088351432554,GENERAL ACUTE,12 - inland counties,DSH,150-199,Rural,35164,90477.08751,2214,San Bernardino,SAN BERNARDINO,362041,hidesert medical center,1.109456713066906,
106121031,jerold phelps community hospital,2018,79.52704016073916,20.47295983926084,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4106,20055.72244,63,Humboldt,HUMBOLDT,121031,jerold phelps community hospital,1.0633815384615386,
106220733,john c fremont healthcare district,2018,71.4876256,28.512374397717107,GENERAL ACUTE,09 - central,Non-DSH,Jan-49,Rural,10214,35823.04251,317,Mariposa,MARIPOSA,220733,john c fremont healthcare district,1.024706547619048,
106150737,kern valley hospital district,2018,62.443370399782424,37.556629600217576,GENERAL ACUTE,09 - central,DSH,100-149,Rural,24543,65349.314518515304,533,Kern,,,,,
106420491,lompoc valley medical center,2018,63.47207214521949,36.52792785,GENERAL ACUTE,10 - santa barbara / ventura,DSH,150-199,Rural,40449,110734.45,2428,Santa Barbara,SANTA BARBARA,420491,lompoc valley medical center,1.1070642504743826,
106260011,mammoth hospital,2018,73.22202700181195,26.777972998188048,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,1437,5366.350919,660,Mono,MONO,260011,mammoth hospital,1.3324421052631574,
106050932,mark twain medical center,2018,69.54191696574014,30.458083034259857,GENERAL ACUTE,06 - north san joaquin,Non-DSH,Jan-49,Rural,3327,10923.20878,873,Calaveras,CALAVERAS,50932,mark twain medical center,1.3663502298850583,
106090933,marshall medical center,2018,53.046206438981066,46.953793561018934,GENERAL ACUTE,02 - golden empire,Non-DSH,100-149,Rural,24080,51284.46111325759,5471,El Dorado,EL DORADO,90933,marshall medical center,1.3432863575042164,
106450936,mayers memorial hospital,2018,56.90313946,43.09686054,GENERAL ACUTE,01 - northern california,Non-DSH,100-149,Rural,27302,63350.32218,402,Shasta,SHASTA,450936,mayers memorial hospital,1.0266384164222873,
106240924,memorial hospital los banos,2018,74.66090047,25.339099527290898,GENERAL ACUTE,06 - north san joaquin,DSH,Jan-49,Rural,3705,14621.671918568434,1667,Merced,MERCED,240924,memorial hospital los banos,0.9963237259816211,
106231013,mendocino coast district hospital,2018,77.49752431701941,22.502475682980577,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4036,17935.80429,913,Mendocino,,,,,
106470871,mercy medical center mt shasta,2018,66.34239429008665,33.657605709913355,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,2861,8500.307552,1066,Siskiyou,SISKIYOU,470871,mercy medical center mt shasta,1.3634845505617992,
106250956,modoc medical center,2018,75.75060322420157,24.24939677579844,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,12206,50335.27272,251,Modoc,MODOC,250956,modoc medical center,0.9696191588785044,
106250956,modoc medical center,2018,75.75060322420157,24.24939677579844,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,12206,50335.27272,251,Modoc,MODOC,254005,modoc medical center,,
106361266,mountains community hospital,2018,80.12321166930742,19.876788330692573,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,8111,40806.39118,283,San Bernardino,SAN BERNARDINO,361266,mountains community hospital,1.0592594890510947,
106141273,northern inyo hospital,2018,71.04312342419357,28.95687657580644,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,3474,11997.15028,1106,Inyo,INYO,141273,northern inyo hospital,1.1340998344370863,
106500967,oak valley hospital district,2018,73.85569698321122,26.14430301678878,GENERAL ACUTE,06 - north san joaquin,DSH,100-149,Rural,36309,138879.2043,1012,Stanislaus,STANISLAUS,500967,oak valley hospital district,1.1018103646833017,
106560501,ojai valley community hospital,2018,54.177040635304174,45.822959364695826,GENERAL ACUTE,10 - santa barbara / ventura,DSH,50-99,Rural,23559,51413.09144,552,Ventura,,,,,
106040802,orchard hospital,2018,76.54935087,23.45064913,GENERAL ACUTE,01 - northern california,Non-DSH,100-149,Rural,12189,51977.23923,420,Butte,BUTTE,40802,orchard hospital,0.979822118,
106331288,palo verde hospital,2018,71.21505927848972,28.784940721510278,GENERAL ACUTE,12 - inland counties,DSH,50-99,Rural,2261,7854.801654,852,Riverside,RIVERSIDE,331288,palo verde hospital,0.976773082,
106320986,plumas district hospital,2018,79.30000887284032,20.69999112715968,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,1536,7420.293036,529,Plumas,PLUMAS,320986,plumas district hospital,0.9773620578778136,
106121051,redwood memorial hospital,2018,62.58413425943436,37.41586574056565,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,5588,14934.84085,1413,Humboldt,,,,,
106150782,ridgecrest regional hospital,2018,70.12116534,29.878834658940807,GENERAL ACUTE,09 - central,Non-DSH,150-199,Rural,29769,99632.39979,2098,Kern,KERN,150782,ridgecrest regional hospital,1.0683441,
106331326,san gorgonio memorial hospital,2018,61.731037087211384,38.268962912788616,GENERAL ACUTE,12 - inland counties,DSH,50-99,Rural,11632,30395.38862,3039,Riverside,RIVERSIDE,331326,san gorgonio memorial hospital,1.1532564632237874,
106420522,santa ynez valley cottage hospital,2018,88.31842036665091,11.681579633349084,GENERAL ACUTE,10 - santa barbara / ventura,Non-DSH,Jan-49,Rural,615,5264.698947428918,213,Santa Barbara,SANTA BARBARA,420522,santa ynez valley cottage hospital,1.0384566037735845,
106321016,seneca healthcare district,2018,74.11214232241547,25.88785767758453,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,6265,24200.53478,153,Plumas,,,,,
106291023,sierra nevada memorial hospital,2018,49.935852043397375,50.064147956602625,GENERAL ACUTE,02 - golden empire,DSH,100-149,Rural,19178,38306.85387,4829,Nevada,NEVADA,291023,sierra nevada memorial hospital,1.2732386524822699,
106491338,sonoma specialty hospital,2018,43.01787697810708,56.98212302189292,GENERAL ACUTE,03 - north bay,Non-DSH,Jan-49,Rural,3424,6008.902123,780,Sonoma,SONOMA,491338,sonoma specialty hospital,1.1045810659186535,
106141338,southern inyo hospital,2018,49.94314754380281,50.056852456197184,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,4799,9587.098997,82,Inyo,INYO,141338,southern inyo hospital,1.076012676056338,
106521041,st elizabeth community hospital,2018,67.46145798064698,32.53854201935303,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,8843,27177.00134,3174,Tehama,TEHAMA,521041,st elizabeth community hospital,1.2092752093301429,
106361343,st mary medical center  apple valley,2018,42.216209941701685,57.783790058298315,GENERAL ACUTE,12 - inland counties,Non-DSH,200-299,Rural,65627,113573.374,14500,San Bernardino,,,,,
106250955,surprise valley community hospital,2018,33.70327846832515,66.29672153167485,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,7161,10801.4391,25,Modoc,MODOC,250955,surprise valley community hospital,1.0046076923076923,
106034002,sutter amador hospital,2018,54.59238894417589,45.40761105582411,GENERAL ACUTE,06 - north san joaquin,DSH,50-99,Rural,8877,19549.58606,2353,Amador,AMADOR,34002,sutter amador hospital,1.2613044460641396,
106084001,sutter coast hospital,2018,59.57543376199991,40.42456624,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,9558,23644.03849,2337,Del Norte,DEL NORTE,84001,sutter coast hospital,1.2692806706857573,
106171395,sutter lakeside hospital,2018,71.62472121026151,28.375278789738488,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,6345,22361.01378,1874,Lake,LAKE,171395,sutter lakeside hospital,1.1742982175502739,
106291053,tahoe forest hospital,2018,70.65497896953985,29.34502103046014,GENERAL ACUTE,02 - golden empire,Non-DSH,50-99,Rural,16759,57110.19932,1667,Nevada,NEVADA,291053,tahoe forest hospital,1.3767219272369715,
106531059,trinity hospital,2018,59.30919845177656,40.69080154822344,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,5780,14204.68455,323,Trinity,TRINITY,531059,trinity hospital,1.0409389408099685,
106400548,twin cities community hospital,2018,48.284995162171725,51.715004837828275,GENERAL ACUTE,08 - mid-coast,Non-DSH,100-149,Rural,16774,32435.46056,4310,San Luis Obispo,,,,,
106361370,victor valley global medical center,2018,39.26772604806488,60.73227395193512,GENERAL ACUTE,12 - inland counties,DSH,100-149,Rural,20163,33199.81072,5263,San Bernardino,SAN BERNARDINO,361370,victor valley global medical center,1.1074234898278557,
106034002,sutter amador hospital,2023,61.22991740171084,38.77008259828916,GENERAL ACUTE,06 - north san joaquin,DSH,50-99,Rural,9481,24454.42301,2336,Amador,AMADOR,34002,sutter amador hospital,1.3480807752545034,
106040802,orchard hospital,2023,81.02295084598603,18.977049154013972,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,3805,20050.53562,470,Butte,BUTTE,40802,orchard hospital,1.212840377358491,
106050932,mark twain medical center,2023,71.29815815168479,28.70184184831522,GENERAL ACUTE,06 - north san joaquin,Non-DSH,Jan-49,Rural,2928,10201.43591,801,Calaveras,CALAVERAS,50932,mark twain medical center,1.4096245430809398,
106060870,colusa medical center,2023,69.53936353240321,30.460636467596785,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,6152,20196.55763,724,Colusa,COLUSA,60870,colusa medical center,1.2268205164992831,
106084001,sutter coast hospital,2023,65.79785025899113,34.20214974100887,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,8896,26010.06097,2023,Del Norte,DEL NORTE,84001,sutter coast hospital,1.4321087926509188,
106090793,barton memorial hospital,2023,74.01457042177849,25.98542957822152,GENERAL ACUTE,02 - golden empire,Non-DSH,100-149,Rural,21278,81884.34959656456,1621,El Dorado,EL DORADO,90793,barton memorial hospital,1.3700024752475244,
106090933,marshall medical center,2023,64.20568102406975,35.79431897593025,GENERAL ACUTE,02 - golden empire,Non-DSH,100-149,Rural,16683,46607.95477,4327,El Dorado,EL DORADO,90933,marshall medical center,1.439560623608018,
106100697,coalinga regional medical center,2023,29.444209437246172,70.55579056275383,GENERAL ACUTE,09 - central,Non-DSH,100-149,Rural,23743,33651.38398,519,Fresno,FRESNO,100697,coalinga regional medical center,1.171062596899225,
106100797,adventist health reedley,2023,88.63377402769446,11.366225972305543,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,6241,54908.28719,1668,Fresno,FRESNO,100797,adventist health reedley,0.8287293752157405,
106110889,glenn medical center,2023,68.78754486674009,31.212455133259905,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,6766,21677.24382,152,Glenn,GLENN,110889,glenn medical center,1.0569144124168515,
106121031,jerold phelps community hospital,2023,81.43513488214859,18.564865117851415,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,3261,17565.438689152234,73,Humboldt,HUMBOLDT,121031,jerold phelps community hospital,1.0541385542168675,
106121051,providence redwood memorial hospital,2023,74.99496685622044,25.005033143779553,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4415,17656.4453,726,Humboldt,HUMBOLDT,121051,providence redwood memorial hospital,1.553534159779615,
106141273,northern inyo hospital,2023,81.12546713777414,18.87453286222587,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,2131,11290.34565,806,Inyo,INYO,141273,northern inyo hospital,1.1689278391959794,
106141338,southern inyo hospital,2023,60.46230400303018,39.53769599696983,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,10587,26776.9776,67,Inyo,INYO,141338,southern inyo hospital,0.9823565789473684,
106150737,kern valley hospital district,2023,61.76231747806813,38.23768252193187,GENERAL ACUTE,09 - central,DSH,100-149,Rural,17898,46807.22999,365,Kern,,,,,
106150782,ridgecrest regional hospital,2023,73.88594247,26.114057526356603,GENERAL ACUTE,09 - central,DSH,150-199,Rural,25588,97985.53891586681,1607,Kern,KERN,150782,ridgecrest regional hospital,1.1047389388915207,
106154168,adventist health tehachapi valley,2023,76.46665958630095,23.53334041369904,GENERAL ACUTE,09 - central,Non-DSH,Jan-49,Rural,3225,13703.96188,855,Kern,KERN,154168,adventist health tehachapi valley,1.3042174734356562,
106164029,adventist health hanford,2023,67.90016854022618,32.09983145977383,GENERAL ACUTE,09 - central,DSH,200-299,Rural,39638,123483.5144,8906,Kings,KINGS,164029,adventist health hanford,1.3588768224794554,
106171049,adventist health clearlake,2023,79.14801593316625,20.851984066833754,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,5470,26232.51572832506,1330,Lake,LAKE,171049,adventist health clearlake,1.2690325208913655,
106171395,sutter lakeside hospital,2023,72.19645950328187,27.80354049671812,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,7125,25626.232748455262,1576,Lake,LAKE,171395,sutter lakeside hospital,1.3621648972602742,
106184008,banner lassen medical center,2023,76.80398183281575,23.196018167184253,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,2873,12385.746464298234,798,Lassen,LASSEN,184008,banner lassen medical center,1.0018399798590136,
106190045,catalina island medical center,2023,90.29769251380506,9.702307486194945,GENERAL ACUTE,11 - los angeles county,Non-DSH,Jan-49,Rural,2040,21025.92608,18,Los Angeles,LOS ANGELES,190045,catalina island medical center,0.9776730769230768,
106220733,john c fremont healthcare district,2023,71.79595272,28.204047277402495,GENERAL ACUTE,09 - central,Non-DSH,Jan-49,Rural,8430,29889.32729,261,Mariposa,MARIPOSA,220733,john c fremont healthcare district,1.0166110512129383,
106231013,adventist health mendocino coast,2023,73.23198730604386,26.768012693956138,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4986,18626.70964,894,Mendocino,MENDOCINO,231013,adventist health mendocino coast,1.4010831081081074,
106231396,adventist health ukiah valley,2023,70.69208562416144,29.30791437583856,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,13150,44868.42643,3226,Mendocino,MENDOCINO,231396,adventist health ukiah valley,1.2982362480935432,
106234038,adventist health howard memorial,2023,60.23047808231994,39.769521917680066,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,6100,15338.379,1513,Mendocino,MENDOCINO,234038,adventist health howard memorial,1.7415285450061657,
106240924,memorial hospital los banos,2023,74.36974256689298,25.630257433107012,GENERAL ACUTE,06 - north san joaquin,DSH,Jan-49,Rural,4858,18954.15999,1805,Merced,MERCED,240924,memorial hospital los banos,1.0518371063829783,
106250955,surprise valley community hospital,2023,28.22876840873012,71.77123159126988,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,8141,11342.98495,55,Modoc,MODOC,250955,surprise valley community hospital,1.10085,
106254005,modoc medical center,2023,69.40723021972984,30.592769780270157,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,18028,58928.95651,313,Modoc,MODOC,250956,modoc medical center,,
106254005,modoc medical center,2023,69.40723021972984,30.592769780270157,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,18028,58928.95651,313,Modoc,MODOC,254005,modoc medical center,1.093655479452055,
106260011,mammoth hospital,2023,82.96933547890899,17.030664521091012,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,1200,7046.113782,464,Mono,MONO,260011,mammoth hospital,1.374156967213116,
106270777,george l mee memorial hospital,2023,81.02416350425439,18.97583649574561,GENERAL ACUTE,08 - mid-coast,DSH,50-99,Rural,14191,74784.58198,442,Monterey,MONTEREY,270777,george l mee memorial hospital,1.1180606796116503,
106291023,sierra nevada memorial hospital,2023,55.77824922640553,44.22175077359447,GENERAL ACUTE,02 - golden empire,DSH,100-149,Rural,17424,39401.42508,4315,Nevada,NEVADA,291023,sierra nevada memorial hospital,1.3756732085902617,
106291053,tahoe forest hospital,2023,83.84206799,16.15793201000501,GENERAL ACUTE,02 - golden empire,Non-DSH,50-99,Rural,14903,92233.33772398626,1539,Nevada,NEVADA,291053,tahoe forest hospital,1.374902748414377,
106320859,eastern plumas health care,2023,71.75715640016107,28.24284359983894,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,21784,77131.04356,110,Plumas,,,,,
106320986,plumas district hospital,2023,83.78712244687462,16.212877553125384,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,1093,6741.554646413156,339,Plumas,PLUMAS,320986,plumas district hospital,1.0218049382716052,
106321016,seneca healthcare district,2023,76.64890338541642,23.35109661458359,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,5199,22264.478991333708,88,Plumas,,,,,
106331326,san gorgonio memorial hospital,2023,64.81060411573661,35.189395884263384,GENERAL ACUTE,12 - inland counties,DSH,50-99,Rural,7633,21691.19363431147,2186,Riverside,RIVERSIDE,331326,san gorgonio memorial hospital,1.3976166077738519,
106350784,hazel hawkins memorial hospital,2023,66.75360764,33.246392359870505,GENERAL ACUTE,08 - mid-coast,DSH,100-149,Rural,39212,117943.624,2388,San Benito,SAN BENITO,350784,hazel hawkins memorial hospital,1.1160018540910923,
106361110,bear valley community hospital,2023,89.44674362372803,10.553256376271964,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,6237,59100.24146,219,San Bernardino,SAN BERNARDINO,361110,bear valley community hospital,1.0278794238683129,
106361266,mountains community hospital,2023,77.51988565920752,22.480114340792493,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,7819,34781.85156,261,San Bernardino,SAN BERNARDINO,361266,mountains community hospital,1.1690505836575886,
106361343,provdence st mary medical center,2023,44.79335581591619,55.20664418408381,GENERAL ACUTE,12 - inland counties,DSH,200-299,Rural,66983,121331.4104,13636,San Bernardino,,,,,
106361370,victor valley global medical center,2023,44.01181068374944,55.98818931625057,GENERAL ACUTE,12 - inland counties,DSH,100-149,Rural,16019,28611.39143,5019,San Bernardino,SAN BERNARDINO,361370,victor valley global medical center,1.228425358378645,
106361458,colorado river medical center,2023,87.51494525314297,12.485054746857026,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,657,5262.291703,280,San Bernardino,SAN BERNARDINO,361458,colorado river medical center,0.9793919999999997,
106362041,hidesert medical center,2023,53.30392993323325,46.69607006676675,GENERAL ACUTE,12 - inland counties,DSH,150-199,Rural,39575,84750.17264,2394,San Bernardino,SAN BERNARDINO,362041,hidesert medical center,1.284223122529644,
106364430,barstow community hospital,2023,67.06091123243452,32.93908876756549,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,6893,20926.50482,1741,San Bernardino,SAN BERNARDINO,361105,barstow community hospital,,
106364430,barstow community hospital,2023,67.06091123243452,32.93908876756549,GENERAL ACUTE,12 - inland counties,DSH,Jan-49,Rural,6893,20926.50482,1741,San Bernardino,SAN BERNARDINO,364430,barstow community hospital,1.401253639240507,
106400548,tenet health central coast twin cities community hospital,2023,48.725849865123216,51.274150134876784,GENERAL ACUTE,08 - mid-coast,Non-DSH,100-149,Rural,18762,36591.537744938745,4088,San Luis Obispo,,,,,
106420491,lompoc valley medical center,2023,65.53184622941313,34.46815377058686,GENERAL ACUTE,10 - santa barbara / ventura,Non-DSH,150-199,Rural,41471,120316.8591,2533,Santa Barbara,SANTA BARBARA,420491,lompoc valley medical center,1.3205616606498192,
106420522,santa ynez valley cottage hospital,2023,92.18312604,7.816873957656889,GENERAL ACUTE,10 - santa barbara / ventura,Non-DSH,Jan-49,Rural,529,6767.411152661952,194,Santa Barbara,SANTA BARBARA,420522,santa ynez valley cottage hospital,1.0476456647398846,
106450936,mayers memorial hospital,2023,53.30303492049347,46.69696507950654,GENERAL ACUTE,01 - northern california,DSH,100-149,Rural,30424,65151.985676585005,345,Shasta,SHASTA,450936,mayers memorial hospital,1.128779090909091,
106470871,mercy medical center  mt shasta,2023,78.12133988920151,21.878660110798485,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,2487,11367.2409,784,Siskiyou,,,,,
106474007,fairchild medical center,2023,78.20189319544616,21.798106804553836,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4344,19928.33616,1275,Siskiyou,SISKIYOU,474007,fairchild medical center,1.2668803267045456,
106490964,healdsburg hospital,2023,73.56243462254663,26.437565377453364,GENERAL ACUTE,03 - north bay,Non-DSH,Jan-49,Rural,9030,34155.9439,643,Sonoma,SONOMA,490964,healdsburg hospital,1.2572951690821257,
106491338,sonoma specialty hospital,2023,0,100,GENERAL ACUTE,03 - north bay,Non-DSH,Jan-49,Rural,10898,10898,405,Sonoma,SONOMA,491338,sonoma specialty hospital,2.330936134453782,
106500967,oak valley hospital district,2023,74.73505690809522,25.26494309190478,GENERAL ACUTE,06 - north san joaquin,Non-DSH,150-199,Rural,28381,112333.5204,731,Stanislaus,STANISLAUS,500967,oak valley hospital district,1.331609848484849,
